7.3733,1.6687,590.2723,23.302,19.4088,7.1434,8.2014,8.9635,8.6997,9.5009,9.3191,9.836,10.284,28.0584,25.6889,16.7299,18.2152,21.9465,23.9157,22.1532,32.5464,24.3912,24.1942,25.9914,27.022,39.517,36.5013,30.033,34.6387,35.6926,37.3024,34.8634,36.7042,52.7378,35.0242,45.5547,42.054,46.6786,32.8252,60.4514,55.2874,50.0044,60.3263,57.5908,68.9061,85.8663,69.6244,74.8218,71.9368,68.4469,65.8165,51.9127,49.5956,70.1118,72.4675,92.6111,75.7846,86.0426,67.7519,63.4621,64.5138,82.1438,66.2163,69.3022,85.3349,77.9994,83.7442,81.1329,78.402,75.1668,89.8007,78.4974,83.2708,98.3265,88.698,86.5476,104.5671,91.6769,96.3373,120.9449,100.6734,103.483,117.0135,104.4633,116.7884,130.3351
9,11,19,47,73,99,133,173,213,259,315,365,437,527,627,721,829,935,1079,1195,1339,1455,1609,1737,1891,2031,2207,2339,2523,2675,2871,3021,3205,3379,3563,3741,3929,4123,4333,4537,4753,4985,5207,5449,5681,5935,6189,6447,6687,6951,7213,7481,7759,8057,8353,8653,8951,9283,9605,9921,10265,10597,10937,11283,11629,11981,12339,12697,13057,13441,13823,14213,14603,15003,15403,15817,16219,16655,17079,17511,17947,18381,18815,19265,19719,20181
