6.3529,1.6411,549.3187,20.8659,9.5371,5.1761,5.5104,7.2418,8.0034,6.1637,9.258,8.3664,10.9379,11.4568,14.6623,21.2447,14.3222,12.535,16.8198,19.877,17.7508,17.0791,25.0983,24.4895,28.0851,28.0362,28.6013,20.6873,21.7996,32.4005,28.2866,25.9396,35.7111,41.3236,36.1807,38.6697,40.6437,35.9694,41.6123,45.6905,50.3529,63.0937,44.6888,45.3089,47.4049,42.7793,46.8545,49.1097,50.9012,56.2876,60.7133,71.3111,71.2075,55.6406,48.165,51.4507,51.6197,60.61,59.6631,73.5806,57.514,57.7777,59.9337,60.0947,60.2975,63.5227,63.7291,65.4867,65.8943,71.588,67.029,85.2891,83.3793,89.6182,75.0669,77.2587,78.0954,83.4107,79.8455,88.1359,81.8948,88.3686,86.2097,101.6616,110.9334,92.5003,91.0318,100.3132,95.2468,100.4945,98.6925,107.856,102.0206,122.2013,127.0944,108.5743,109.7703,113.0082,114.4605,117.6815,115.639,120.8237,142.0287,146.7991,120.5267,126.9484,128.9537,132.2424,131.4826,141.9033,146.3714,157.458,138.0943,140.683,141.5326,144.3161,145.3447,157.1993,173.927,152.4206,155.5713,158.0146,155.7574,162.34,166.2423,197.4016,165.0887,164.8538,163.9216,171.3913,168.7045,190.67,191.3773,177.4731,182.6842,187.0107,182.7341,198.2327,211.9224,193.716,190.9747,197.5278,192.5424,216.3834,219.9554,205.3998,209.817,214.8903,216.4109,244.0974,211.8489,217.6785,216.7969,222.7967,239.1496,247.1727,224.6409,232.6721,232.381,274.1994,285.3111,242.997,235.7391,434.7502,278.996,279.5205,242.5,266.2473,253.6226,288.2468,308.3486,261.5061,263.6815,302.5993
9,11,19,47,73,99,133,173,213,259,315,365,437,527,627,721,829,935,1079,1193,1335,1449,1599,1719,1865,1997,2163,2289,2467,2615,2809,2959,3141,3333,3519,3705,3905,4091,4291,4493,4711,4937,5173,5401,5631,5873,6105,6359,6595,6855,7101,7373,7621,7911,8169,8467,8717,9023,9273,9577,9847,10147,10423,10727,10999,11321,11605,11921,12213,12543,12829,13185,13481,13831,14125,14473,14785,15137,15443,15821,16129,16523,16833,17219,17539,17929,18267,18663,19015,19421,19779,20195,20535,20959,21319,21737,22101,22539,22909,23345,23715,24159,24543,24991,25373,25829,26229,26689,27085,27549,27947,28413,28815,29281,29689,30155,30563,31033,31441,31917,32337,32819,33251,33727,34163,34641,35085,35571,36013,36511,36957,37451,37891,38397,38837,39351,39797,40323,40785,41305,41767,42293,42761,43291,43769,44307,44795,45337,45825,46367,46861,47405,47903,48461,48963,49515,50015,50579,51085,51655,52169,52749,53273,53851,54373,54963,55493,56087,56625,57229,57777,58379,58925,59539
