5.9299,1.3139,462.1861,21.7381,8.5751,4.6884,5.1204,5.4815,5.9987,7.2293,7.1678,7.3777,8.0186,8.9045,8.8723,11.6783,12.5737,18.4144,16.8186,17.5608,26.8246,22.9281,23.3779,24.3878,35.7124,36.0478,32.3266,34.6973,44.3118,66.7369,46.9324,54.5008,59.3985,73.7839,59.6064,69.7585,77.4674,80.2298,86.5732,81.1785,90.3776,88.7349,104.402,106.0104,117.3594,140.4306,145.6518,125.1798,139.1253,156.4447,161.044,157.3417,173.2679,170.0327,183.9129,198.4181,237.7179,205.7891,219.5625,228.4077,235.3146,269.0711,288.7787,270.6076,317.7444,311.3681,305.72,317.4869,337.4416,358.0985,359.4333,431.9686,384.6704,399.9817,418.1936,421.5765,457.2544,516.5944,487.3334,520.206,600.6378,695.6903,841.2361,577.7841,589.3346,616.7819,712.7779,652.8017,678.2323,687.9854,793.0314,732.24,755.2904,832.0373,809.3741,832.1565,910.9775,907.4676,946.5905,977.553,979.4497,983.5955,1107.6087,1050.6013,1080.7418,1178.6649,1150.9686
9,11,19,47,73,99,133,173,213,259,315,375,443,529,627,733,857,997,1159,1341,1541,1763,2011,2275,2585,2895,3229,3605,4017,4445,4909,5413,5941,6493,7113,7751,8435,9153,9957,10759,11607,12497,13469,14455,15507,16575,17723,18897,20125,21399,22703,24071,25539,27033,28623,30257,31965,33669,35473,37319,39261,41197,43287,45421,47631,49917,52287,54721,57255,59763,62481,65187,68041,70853,73865,76977,80141,83369,86767,90197,93771,97445,101199,105031,109059,113063,117205,121465,125839,130259,134851,139529,144369,149187,154241,159355,164583,169951,175483,181007,186725,192557,198515,204523,210707,216991,223401
