5.0693,4.7023,390.9221,12.3403,6.9483,4.1419,6.007,5.8457,8.7171,7.9203,14.4256,8.5366,9.2597,10.788,14.452,13.0107,14.0057,15.2858,16.4078,25.3214,18.5055,20.0881,22.1272,25.1821,34.9227,31.0016,43.8029,47.4616,40.9324,43.7383,44.0146,85.1068,55.6587,67.9894,63.6864,76.6122,81.0812,75.1576,87.1966,83.0686,98.1922,96.3238,109.0856,120.867,117.5343,154.0626,145.5335,144.5675,154.8751,166.178,178.8031,172.4691,196.6877,207.3312,192.9156,225.0102,273.2375,237.7618,252.2181,259.9478,255.6935,283.1117,290.1118,307.2281,299.7916,328.6807,383.3299,350.2944,356.4591,341.4796,379.4737,390.6512,420.5947,399.7886,431.0641,435.776,469.4935,487.6727,542.4123,478.9021,462.8792,501.9439,515.06,512.6703,554.6758,530.5039,598.3429,585.11,597.5521,563.1484,664.7223,693.9308,966.7418,668.672,703.4241,644.6911,689.6866,654.7788,718.3069,694.0314,752.0552,671.3892,671.7118,785.9751,676.929,757.0348,740.7776,699.0996,1007.0515,969.7287,843.5697,933.1428,829.1083,706.9404,816.9995
1,9,19,53,85,119,169,219,277,345,415,493,579,673,767,879,993,1127,1275,1441,1609,1797,2003,2225,2485,2771,3071,3391,3755,4141,4543,4973,5447,5935,6461,7037,7665,8299,8983,9715,10505,11335,12185,13107,14069,15077,16131,17231,18371,19559,20823,22115,23407,24823,26195,27631,29139,30653,32171,33735,35343,37001,38659,40331,42023,43727,45459,47181,48997,50791,52681,54549,56375,58253,60183,62095,64005,65955,67899,69901,71861,73861,75843,77873,79855,81867,83839,85891,87813,89851,91767,93777,95703,97687,99569,101463,103289,105165,106945,108795,110521,112301,113967,115699,117331,119045,120659,122339,123881,125463,126977,128561,130005,131517,133005
