16.9613,3.2616,629.764,43.8286,22.0734,8.6761,14.9852,12.5218,10.7835,13.1325,10.5407,10.861,14.4859,21.9483,23.2928,17.1569,29.0852,34.1182,33.2909,18.8554,22.2418,19.9019,20.3025,22.216,32.4677,28.4428,26.1602,27.4968,29.2216,52.6219,40.2348,32.3637,41.3052,35.3769,28.7635,28.4624,30.5517,29.3448,32.2204,35.598,32.9248,39.5687,36.3116,38.2553,42.0282,40.0003,47.3822,48.047,49.6413,45.6643,46.3411,56.3949,52.382
9,11,19,47,73,99,133,173,213,259,315,365,437,527,627,721,829,935,1079,1193,1335,1449,1599,1719,1865,1997,2163,2289,2467,2615,2809,2959,3141,3333,3519,3705,3905,4091,4291,4493,4711,4937,5173,5401,5631,5873,6105,6359,6595,6855,7101,7373,7621
