5.9009,1.4052,462.9939,22.3349,9.0585,4.9213,7.7869,6.5947,6.3064,7.3029,8.4595,7.6994,8.8465,9.4464,11.6136,12.6581,20.9662,15.4732,19.3853,24.3708,21.1267,22.9353,27.4813,35.1947,34.1008,42.7666,37.3659,47.4719,47.9298,43.775,49.3791,62.2814,70.7842,60.9038,82.2931,84.7829,105.9527,108.1526,119.4076,111.1546,121.1265,132.484,137.6346,142.383,184.991,249.9416,190.4505,201.0476,180.589,209.8965,213.3801,250.3186,233.2365,234.492,239.0195,246.6863,296.4853,332.6097,289.8317,293.9349,310.117,284.9355,363.3303,396.0074,405.9426,419.8586,320.4422,336.6917,348.3658,373.7768,387.7558,563.3168,555.1176,423.6938,439.8909,495.2726,538.2072,498.4165,518.0628,524.8821,615.8472,580.0313,698.4357,715.9806,717.8813,753.7842,739.4626,707.3875,790.6079,851.3827,826.034,888.3665,851.2186,856.4057,911.1776,961.2678,923.1341,1021.6098,997.2734,1042.3915,1309.2867,1235.4372
9,11,19,47,73,99,133,173,213,259,315,375,443,529,627,733,857,997,1159,1341,1541,1763,2011,2275,2585,2895,3229,3605,4017,4445,4909,5413,5941,6493,7113,7751,8435,9153,9957,10759,11607,12497,13469,14455,15507,16575,17723,18897,20125,21399,22703,24071,25539,27033,28623,30257,31965,33669,35473,37319,39263,41201,43293,45433,47649,49945,52337,54801,57371,59931,62723,65501,68439,71357,74475,77719,81011,84371,87931,91545,95309,99199,103169,107263,111549,115829,120279,124869,129553,134281,139217,144223,149405,154563,159939,165417,170995,176741,182601,188449,194517,200675
