56.1192,76.5348,57.2467,82.6908,45.9958,54.1009,78.2929,64.0579,54.1415,91.9956,66.5358,63.9873,68.86,63.3421,56.4338,86.4599,68.0283,57.0426,84.9734,68.7049,61.2456,87.1099,73.0649,64.3867,89.2583,78.1773,486.4555,130.5414,131.0188,143.1475,136.2398,143.3984,149.269,149.6704,143.7024,145.8006,148.9054,151.0231,156.7422,155.2627,156.1729,166.2899,167.7008,170.1875,175.9986,172.5246,175.319,174.2835,181.5816,182.236,189.3754,186.8013,188.0425,192.4619,196.1604,195.472,199.8733,201.4349,192.1325,196.5344,209.8049,212.9512,216.6001,216.2271,221.3226,216.7567,226.1151,221.4903,218.3203,235.1407,222.272,236.9078,231.8811,235.3566,234.1352,251.7746,230.4673,250.8959,235.0614,253.5249,231.1827,251.9558,235.9524,251.983,233.7932,258.7506,240.4158,262.0204,246.9082,267.1098,245.5361,272.8534,247.399,275.1873,254.1887,269.4213,247.1704,272.7301,247.1931,271.3907,258.3566,275.2728,250.7316,270.7569,246.3777,269.0056,248.6815,269.9036,250.7942,275.2029,248.22,272.5411,255.9199,282.2792,250.8741,271.8076,253.3175,276.2116,249.7146,273.754,249.3277,277.38,274.3034,303.1917,316.2444,268.4238,260.2007,268.0642,293.6134,284.4288,275.0597,276.5304,268.6312,271.8424,287.4343,280.7918,278.895,271.9964,282.4113,277.8302,280.4386,265.5297,286.109,283.9557,284.277,273.9223,291.7857,275.4328,297.3748,281.9308,294.8786,291.0766,293.157,295.7728,294.8829,272.3545,295.0718,286.3446,293.8767,283.1367,302.1097,289.7198,294.079,291.8412,304.7634,294.6138,304.503,299.96,307.6303,299.1034,301.0856,304.8971,313.8992,322.7995,302.5444,299.3073,298.2076,310.2735,312.171,306.7375,294.1469,375.4061,318.2761,303.7723,317.3131,313.3762,310.7336,317.9412,320.1882,316.8466,319.5757,317.8801,316.8509,323.3149,324.3614,316.3492,318.7992,332.6976,313.6532,330.7945,323.4076,330.7359,320.2283,325.9105,317.6917,325.4374,331.7797,330.4676,329.0131,332.6393,330.4305,325.7517,349.0328,319.3249,328.5041,337.706,335.064,364.6087,338.3601,295.9279,330.276,365.1609,332.403,301.9117,359.3832,304.7854,363.5449,309.5939,366.9948,308.7583,362.7085,309.6623,365.4766,310.8023,369.6638,313.7128,367.0963,317.4222,372.6296,315.7667,376.782,319.7091,380.8054,322.2324,371.8175,355.6023,354.7892,361.9208,354.4562,367.4686,355.3983,331.5956,375.8673,389.6187,323.6765,360.8482,383.8042,365.2856,377.0112,379.9871,342.8496,361.8896,412.675,429.4764,385.8735,470.1959,415.374,403.1656,409.3372,391.6548,409.356,386.875,380.9714,388.7771,380.3586,401.1676,378.4147,388.8294,354.283,384.3484,407.0731,354.2315,396.9013,424.5961,357.0774,399.2371,380.0034,430.4634,419.4038,366.8349,403.5398,391.9241,392.7803,431.6249,361.2391,410.1028,416.3672,361.0286,391.6167,432.3073,360.4511,404.3618,417.7152,365.7843,417.1193,428.6994,365.1755,396.3561,396.5061,394.3135,397.0213,415.752,397.3869,399.9315,402.5027,391.6037,405.0128,395.3196,393.8515,437.3095,402.8902,400.7458,402.1686,393.199,402.7987,403.0515,406.3136,394.9524,407.6459,391.0317,402.5648,397.4295,388.2438,414.2474,413.6418,397.9929,403.704,402.945,420.8894,399.6438,402.3725,391.4986,407.2776,393.3554,408.5547,399.1108,394.1493,413.2523,401.0538,389.6715,400.2357,393.7194,398.3423,407.0783,399.5351,390.8141,397.3889,388.8616,396.2877,389.6569,391.2632,407.6076,397.5643,396.3839,384.8078,395.7977,379.6067
5,10,23,36,49,70,91,114,142,174,210,254,301,352,413,478,551,635,729,831,950,1071,1203,1351,1508,1678,1875,2071,2289,2514,2759,3008,3281,3569,3872,4192,4539,4893,5286,5676,6102,6536,6998,7466,7962,8455,8984,9506,10073,10632,11235,11834,12461,13079,13718,14359,15030,15694,16397,17087,17804,18505,19243,19963,20711,21441,22200,22961,23716,24467,25238,25985,26752,27490,28242,28983,29719,30434,31157,31875,32580,33287,33977,34679,35357,36050,36725,37410,38076,38743,39410,40049,40701,41314,41932,42539,43146,43705,44300,44853,45401,45934,46455,46964,47476,47959,48440,48916,49387,49813,50282,50693,51128,51539,51959,52351,52763,53145,53538,53916,54296,54659,55037,55383,55749,56091,56455,56782,57149,57464,57837,58142,58507,58813,59183,59477,59843,60134,60503,60787,61164,61447,61826,62107,62493,62777,63161,63444,63830,64104,64495,64777,65166,65449,65845,66132,66515,66804,67181,67485,67856,68160,68528,68839,69205,69511,69871,70189,70549,70863,71227,71542,71902,72217,72588,72906,73268,73590,73956,74280,74645,74968,75337,75668,76031,76360,76724,77059,77418,77759,78113,78466,78824,79182,79537,79894,80252,80621,80975,81350,81710,82088,82445,82827,83180,83570,83915,84306,84649,85041,85373,85767,86104,86496,86841,87237,87584,87975,88330,88722,89082,89473,89833,90221,90585,90973,91341,91731,92101,92490,92864,93247,93623,94004,94377,94762,95143,95529,95910,96293,96680,97061,97446,97831,98217,98606,98991,99383,99767,100172,100558,100973,101360,101787,102169,102607,102989,103440,103817,104273,104646,105102,105473,105935,106306,106776,107131,107615,107964,108459,108807,109311,109660,110171,110514,111025,111370,111875,112225,112729,113080,113581,113934,114432,114788,115284,115632,116120,116463,116950,117289,117769,118110,118583,118917,119376,119709,120162,120493,120934,121268,121690,122026,122431,122761,123143,123471,123844,124169,124526,124846,125189,125507,125836,126143,126455,126756,127049,127345,127621,127905,128163,128432,128669,128923,129145,129386,129589,129814,129999,130205,130370,130556,130700,130866,130995,131142,131257,131389,131484,131602,131683,131788,131857,131949,132009,132088,132141,132208,132253,132308,132346,132390,132422,132455,132481,132505,132524,132541,132555,132566,132575,132582,132589,132592,132596,132596
